,,,,,,,
,pouchitis2015.138,GSM1591412,,,,,
,pouchitis2015.139,GSM1591413,,,,,
,pouchitis2015.140,GSM1591414,,,,,
,pouchitis2015.141,GSM1591416,,,,,
,pouchitis2015.142,GSM1591417,,,,,
,pouchitis2015.143,GSM1591418,,,,,
,pouchitis2015.144,GSM1591419,,,,,
,pouchitis2015.145,GSM1591420,,,,,
,pouchitis2015.146,GSM1591421,,,,,
,pouchitis2015.147,GSM1591422,,,,,
,pouchitis2015.148,GSM1591423,,,,,
,pouchitis2015.149,GSM1591424,,,,,
,pouchitis2015.150,GSM1591425,,,,,
,pouchitis2015.151,GSM1591426,,,,,
,pouchitis2015.152,GSM1591427,,,,,
,pouchitis2015.153,GSM1591428,,,,,
,pouchitis2015.154,GSM1591429,,,,,
,pouchitis2015.155,GSM1591430,,,,,
,pouchitis2015.156,GSM1591431,,,,,
,pouchitis2015.157,GSM1591432,,,,,
,pouchitis2015.158,GSM1591433,,,,,
,pouchitis2015.159,GSM1591436,,,,,
,pouchitis2015.160,GSM1591441,,,,,
,pouchitis2015.161,GSM1591444,,,,,
,pouchitis2015.162,GSM1591445,,,,,
,pouchitis2015.163,GSM1591447,,,,,
,pouchitis2015.164,GSM1591449,,,,,
,pouchitis2015.165,GSM1591450,,,,,
,pouchitis2015.166,GSM1591451,,,,,
,pouchitis2015.167,GSM1591452,,,,,
,pouchitis2015.168,GSM1591453,,,,,
,pouchitis2015.169,GSM1591454,,,,,
,pouchitis2015.170,GSM1591455,,,,,
,pouchitis2015.171,GSM1591456,,,,,
,pouchitis2015.172,GSM1591457,,,,,
,pouchitis2015.173,GSM1591458,,,,,
,pouchitis2015.174,GSM1591459,,,,,
,pouchitis2015.175,GSM1591460,,,,,
,pouchitis2015.176,GSM1591461,,,,,
,pouchitis2015.177,GSM1591462,,,,,
,pouchitis2015.178,GSM1591463,,,,,
,pouchitis2015.179,GSM1591464,,,,,
,pouchitis2015.180,GSM1591465,,,,,
,pouchitis2015.181,GSM1591467,,,,,
,pouchitis2015.182,GSM1591468,,,,,
,pouchitis2015.183,GSM1591469,,,,,
,pouchitis2015.184,GSM1591474,,,,,
,pouchitis2015.185,GSM1591477,,,,,
,pouchitis2015.186,GSM1591478,,,,,
,pouchitis2015.187,GSM1591480,,,,,
,pouchitis2015.188,GSM1591481,,,,,
,pouchitis2015.189,GSM1591482,,,,,
,pouchitis2015.190,GSM1591483,,,,,
,pouchitis2015.191,GSM1591489,,,,,
,pouchitis2015.192,GSM1591490,,,,,
,pouchitis2015.193,GSM1591491,,,,,
,pouchitis2015.194,GSM1591493,,,,,
,pouchitis2015.195,GSM1591494,,,,,
,pouchitis2015.196,GSM1591499,,,,,
,pouchitis2015.197,GSM1591500,,,,,
,pouchitis2015.198,GSM1591503,,,,,
,pouchitis2015.199,GSM1591505,,,,,
,pouchitis2015.200,GSM1591233,,,,,
,pouchitis2015.201,GSM1591234,,,,,
,pouchitis2015.202,GSM1591235,,,,,
,pouchitis2015.203,GSM1591236,,,,,
,pouchitis2015.204,GSM1591237,,,,,
,pouchitis2015.205,GSM1591239,,,,,
,pouchitis2015.206,GSM1591240,,,,,
,pouchitis2015.207,GSM1591241,,,,,
,pouchitis2015.208,GSM1591252,,,,,
,pouchitis2015.209,GSM1591254,,,,,
,pouchitis2015.210,GSM1591255,,,,,
,pouchitis2015.211,GSM1591257,,,,,
,pouchitis2015.212,GSM1591259,,,,,
,pouchitis2015.213,GSM1591260,,,,,
,pouchitis2015.214,GSM1591262,,,,,
,pouchitis2015.215,GSM1591263,,,,,
,pouchitis2015.216,GSM1591265,,,,,
,pouchitis2015.217,GSM1591267,,,,,
,pouchitis2015.218,GSM1591268,,,,,
,pouchitis2015.219,GSM1591270,,,,,
,pouchitis2015.220,GSM1591271,,,,,
,pouchitis2015.221,GSM1591272,,,,,
,pouchitis2015.222,GSM1591274,,,,,
,pouchitis2015.223,GSM1591275,,,,,
,pouchitis2015.224,GSM1591276,,,,,
,pouchitis2015.225,GSM1591277,,,,,
,pouchitis2015.226,GSM1591279,,,,,
,pouchitis2015.227,GSM1591281,,,,,
,pouchitis2015.228,GSM1591282,,,,,
,pouchitis2015.229,GSM1591287,,,,,
,pouchitis2015.230,GSM1591289,,,,,
,pouchitis2015.231,GSM1591290,,,,,
,pouchitis2015.232,GSM1591293,,,,,
,pouchitis2015.233,GSM1591295,,,,,
,pouchitis2015.234,GSM1591296,,,,,
,pouchitis2015.235,GSM1591298,,,,,
,pouchitis2015.236,GSM1591304,,,,,
,pouchitis2015.237,GSM1591305,,,,,
,pouchitis2015.238,GSM1591399,,,,,
,pouchitis2015.239,GSM1591402,,,,,
,pouchitis2015.240,GSM1591404,,,,,
,pouchitis2015.241,GSM1591410,,,,,
,pouchitis2015.242,GSM1591415,,,,,
,pouchitis2015.243,GSM1591434,,,,,
,pouchitis2015.244,GSM1591435,,,,,
,pouchitis2015.245,GSM1591437,,,,,
,pouchitis2015.246,GSM1591438,,,,,
,pouchitis2015.247,GSM1591439,,,,,
,pouchitis2015.248,GSM1591440,,,,,
,pouchitis2015.249,GSM1591442,,,,,
,pouchitis2015.250,GSM1591443,,,,,
,pouchitis2015.251,GSM1591446,,,,,
,pouchitis2015.252,GSM1591448,,,,,
,pouchitis2015.253,GSM1591466,,,,,
,pouchitis2015.254,GSM1591470,,,,,
,pouchitis2015.255,GSM1591471,,,,,
,pouchitis2015.256,GSM1591472,,,,,
,pouchitis2015.257,GSM1591473,,,,,
,pouchitis2015.258,GSM1591475,,,,,
,pouchitis2015.259,GSM1591476,,,,,
,pouchitis2015.260,GSM1591479,,,,,
,pouchitis2015.261,GSM1591484,,,,,
,pouchitis2015.262,GSM1591485,,,,,
,pouchitis2015.263,GSM1591486,,,,,
,pouchitis2015.264,GSM1591487,,,,,
,pouchitis2015.265,GSM1591488,,,,,
,pouchitis2015.266,GSM1591492,,,,,
,pouchitis2015.267,GSM1591495,,,,,
,pouchitis2015.268,GSM1591496,,,,,
,pouchitis2015.269,GSM1591497,,,,,
,pouchitis2015.270,GSM1591498,,,,,
,pouchitis2015.271,GSM1591501,,,,,
,pouchitis2015.272,GSM1591502,,,,,
,pouchitis2015.273,GSM1591504,,,,,
